"iata","state","airport","city","country","latitude","longitude","timezone","dst","Volume"
"CVO","OR","Corvallis Muni","Corvallis","USA",44.49719361,-123.2898297,-8,1,NA
"CVX","MI","Charlevoix Municipal","Charlevoix","USA",45.30477778,-85.27477778,-5,1,NA
"CWA","WI","Central Wisconsin","Mosinee","USA",44.77761917,-89.66677944,-6,1,5838
"CWF","LA","Chennault International ","Lake Charles","USA",30.21059167,-93.14318944,-6,1,NA
"CWI","IA","Clinton Municipal","Clinton","USA",41.8311125,-90.32913056,-6,1,NA
"CWV","GA","Claxton-Evans County","Claxton","USA",32.19505556,-81.86955556,-5,1,NA
"CXC","AK","Chitina","Chitina","USA",61.58285917,-144.4270969,-9,1,NA
"CXE","VA","Chase City Municipal","Chase City","USA",36.78833556,-78.50155361,-5,1,NA
"CXF","AK","Coldfoot","Coldfoot","USA",67.25163417,-150.2065672,NA,NA,NA
"CXL","CA","Calexico International","Calexico","USA",32.66950333,-115.5133281,-8,1,NA
"CXO","TX","Montgomery County","Conroe","USA",30.35183333,-95.4144675,-6,1,NA
"CXP","NV","Carson","Carson City","USA",39.19222972,-119.7343611,-8,1,NA
"CXU","GA","Camilla-Mitchell County","Camilla","USA",31.21291667,-84.23680556,-5,1,NA
"CXY","PA","Capital City","Harrisburg","USA",40.21713889,-76.85147222,-5,1,NA
"CYO","OH","Pickaway County Memorial","Circleville","USA",39.51600611,-82.98215361,-5,1,NA
"CYS","WY","Cheyenne","Cheyenne","USA",41.1557225,-104.8118381,-7,1,2
"CYW","KS","Clay Center Municipal","Clay Center","USA",39.38713889,-97.15721417,-6,1,NA
"CZD","NE","Cozad Municipal","Cozad","USA",40.86911111,-100.0042222,-6,1,NA
"CZG","NY","Tri-Cities ","Endicott","USA",42.07853583,-76.09633306,-5,1,NA
"CZL","GA","Tom B David ","Calhoun","USA",34.45678278,-84.93949944,-5,1,NA
"CZN","AK","Chisana","Chisana","USA",62.07118972,-142.0483742,NA,NA,NA
"CZT","TX","Dimmit County","Carrizo Springs","USA",28.52225111,-99.82363444,-6,1,NA
"D04","ND","Bowman Municipal","Bowman","USA",46.18699111,-103.4280806,-7,1,NA
"D05","ND","Garrison Municipal","Garrison","USA",47.65594444,-101.4372222,-6,1,NA
"D07","SD","Faith Municipal","Faith","USA",45.03609417,-102.0198803,-7,1,NA
"D09","ND","Bottineau Municipal","Bottineau","USA",48.83039167,-100.4171361,-6,1,NA
"D19","MN","Quentin Aanenson ","Luverne","USA",43.62080278,-96.21864028,-6,1,NA
"D22","NY","Angola ","Angola","USA",42.66010111,-78.99115556,-5,1,NA
"D25","WI","Manitowish Waters","Manitowish Waters","USA",46.12197222,-89.88233333,-6,1,NA
"D38","NY","Canandaiga","Canandaiga","USA",42.90718611,-77.32162639,-5,1,NA
"D42","MN","Springfield Municipal","Springfield","USA",44.23107,-94.99893444,-6,1,NA
"D50","ND","Crosby Municipal","Crosby","USA",48.92851556,-103.2972514,-6,1,NA
"D55","ND","Robertson ","Langdon","USA",48.75301778,-98.39333694,-6,1,NA
"D57","ND","Glen Ullin Municipal","Glen Ullin","USA",46.81278306,-101.8601556,-7,1,NA
"D57","ND","Glen Ullin Municipal","Glen Ullin","USA",46.81278306,-101.8601556,-6,1,NA
"D60","ND","Tioga Municipal","Tioga","USA",48.3805325,-102.8979853,-6,1,NA
"D73","GA","Monroe-Walton County","Monroe","USA",33.78149889,-83.69355389,-5,1,NA
"D77","NY","Lancaster","Lancaster","USA",42.92228111,-78.61224889,-5,1,NA
"D87","MI","Harbor Springs","Harbor Springs","USA",45.42556528,-84.91338389,-5,1,NA
"D95","MI","Dupont-Lapeer","Lapeer","USA",43.06703333,-83.27244444,-5,1,NA
"D98","MI","Romeo","Romeo","USA",42.79699083,-82.97526583,-5,1,NA
"DAB","FL","Daytona Beach International","Daytona Beach","USA",29.17991667,-81.05805556,-5,1,85093
"DAG","CA","Barstow-Daggett","Daggett","USA",34.85371333,-116.7866875,-8,1,NA
"DAL","TX","Dallas Love ","Dallas","USA",32.84711389,-96.85177222,-6,1,916808
"DAN","VA","Danville Regional","Danville","USA",36.57286111,-79.33611111,-5,1,NA
"DAW","NH","Skyhaven","Rochester","USA",43.28406194,-70.92925472,-5,1,NA
"DAY","OH","James M Cox Dayton Intl","Dayton","USA",39.90237583,-84.219375,-5,1,369757
"DBN","GA","W. H. Bud Barron ","Dublin","USA",32.56445806,-82.98525556,-5,1,NA
"DBQ","IA","Dubuque Municipal","Dubuque","USA",42.40295944,-90.70916722,-6,1,9339
"DCA","VA","Ronald Reagan Washington National","Arlington","USA",38.85208333,-77.03772222,-5,1,1775314
"DCK","AK","Dahl Creek","Dahl Creek","USA",66.94333806,-156.9046739,-9,1,NA
"DCU","AL","Pryor  Regional","Decatur","USA",34.65264667,-86.94536778,-6,1,NA
"DCY","IN","Daviess County","Washington","USA",38.70042333,-87.12973222,-5,0,NA
"DDC","KS","Dodge City Regional","Dodge City","USA",37.76312194,-99.96542389,-6,1,NA
"DDH","VT","William H. Morse State","Bennington","USA",42.8913325,-73.2464075,-5,1,NA
"DEC","IL","Decatur","Decatur","USA",39.8345625,-88.86568917,-6,1,NA
"DED","FL","Deland Municipal-Taylor ","Deland","USA",29.06698056,-81.28394167,-5,1,NA
"DEE","AK","Deering","Deering","USA",66.06820583,-162.7666028,-9,1,NA
"DEH","IA","Decorah Municipal","Decorah","USA",43.27550139,-91.73937389,-6,1,NA
"DEN","CO","Denver Intl","Denver","USA",39.85840806,-104.6670019,-7,1,3156846
"DEQ","AR","J Lynn Helms Sevier County","De Queen","USA",34.04699556,-94.39936556,-6,1,NA
"DET","MI","Detroit City","Detroit","USA",42.40919444,-83.00986111,-5,1,26550
"DEW","WA","Deer Park","Deer Park","USA",47.96663889,-117.4266667,-8,1,NA
"DFI","OH","Defiance Memorial","Defiance","USA",41.3375,-84.42880556,-5,1,NA
"DFW","TX","Dallas-Fort Worth International","Dallas-Fort Worth","USA",32.89595056,-97.0372,-6,1,5522740
"DGW","WY","Converse County","Douglas","USA",42.79725,-105.3857361,-7,1,NA
"DHN","AL","Dothan ","Dothan","USA",31.32133917,-85.44962889,-6,1,9636
"DHT","TX","Dalhart Municipal","Dalhart","USA",36.022585,-102.5472775,-6,1,NA
"DIK","ND","Dickinson Municipal","Dickinson","USA",46.79738889,-102.8019528,-7,1,NA
"DKB","IL","Dekalb-Taylor Municipal","Dekalb","USA",41.93188111,-88.70829861,-6,1,NA
"DKK","NY","Dunkirk Municipal","Dunkirk","USA",42.49333528,-79.27204167,-5,1,NA
"DKX","TN","Knoxville Downtown Island","Knoxville","USA",35.96383361,-83.87365389,-5,1,NA
"DLG","AK","Dillingham","Dillingham","USA",59.0454125,-158.5033389,-9,1,4810
"DLH","MN","Duluth International","Duluth","USA",46.84209028,-92.19364861,-6,1,32514
"DLL","WI","Baraboo - Wisconsin Dells","Baraboo","USA",43.52195389,-89.77090222,-6,1,NA
"DLN","MT","Dillon","Dillon","USA",45.25536056,-112.5525067,-7,1,NA
"DLO","CA","Delano Municipal","Delano","USA",35.74558056,-119.2365039,-8,1,NA
"DLS","OR","Columbia Gorge Regional","The Dalles","USA",45.61854556,-121.1673439,-8,1,NA
"DLZ","OH","Delaware Municipal","Delaware","USA",40.27970139,-83.11480167,-5,1,NA
"DM2","AK","Diomede Heliport","Diomede","USA",65.75861111,-168.9530556,NA,NA,NA
"DMN","NM","Deming Municipal","Deming","USA",32.26230917,-107.7206397,-7,1,NA
"DMO","MO","Sedalia Memorial","Sedalia","USA",38.70688889,-93.17611111,-6,1,NA
"DMW","MD","Carroll County","Westminster","USA",39.60827778,-77.00766667,-5,1,NA
"DNL","GA","Daniel ","Augusta","USA",33.46663667,-82.03933917,-5,1,NA
"DNN","GA","Dalton Municipal","Dalton","USA",34.72174833,-84.86910806,-5,1,NA
"DNS","IA","Denison Municipal","Denison","USA",41.9864325,-95.38072083,-6,1,NA
"DNV","IL","Vermilion County","Danville","USA",40.19946861,-87.59553528,-6,1,NA
"DOV","DE","Dover Air Force Base","Dover","USA",39.1301125,-75.46631028,-5,1,NA
"DPA","IL","Du Page","Chicago/West Chicago","USA",41.90688333,-88.24841722,-6,1,NA
"DPL","NC","P B Raiford","Kenansville","USA",35.00006444,-77.981695,-5,1,NA
"DQH","GA","Douglas Municipal","Douglas","USA",31.47780833,-82.85961556,-5,1,NA
"DRI","LA","Beauregard Parish","De Ridder","USA",30.83152778,-93.33963889,-6,1,NA
"DRO","CO","Durango-La Plata County","Durango","USA",37.15151667,-107.7537692,-7,1,17227
"DRT","TX","Del Rio International","Del Rio","USA",29.37181222,-100.9232339,-6,1,NA
"DSM","IA","Des Moines International","Des Moines","USA",41.53493306,-93.66068222,-6,1,212850
"DSV","NY","Dansville Muni","Dansville","USA",42.57089972,-77.71305083,-5,1,NA
"DTA","UT","Delta Municipal","Delta","USA",39.38328861,-112.5096683,-7,1,NA
"DTL","MN","Detroit Lakes -Wething ","Detroit Lakes","USA",46.82520861,-95.8856875,-6,1,NA
"DTN","LA","Shreveport Downtown","Shreveport","USA",32.54021889,-93.7450225,-6,1,NA
"DTO","TX","Denton Municipal","Denton","USA",33.20072167,-97.19797722,-6,1,NA
"DTS","FL","Destin-Ft. Walton Beach","Destin","USA",30.40006111,-86.47147722,-6,1,NA
"DTS","FL","Destin-Ft. Walton Beach","Destin","USA",30.40006111,-86.47147722,-5,1,NA
"DTW","MI","Detroit Metropolitan-Wayne County","Detroit","USA",42.21205889,-83.34883583,-5,1,2873349
"DUA","OK","Eaker ","Durant","USA",33.942265,-96.39451806,-6,1,NA
"DUC","OK","Halliburton ","Duncan","USA",34.470875,-97.95986111,-6,1,NA
"DUG","AZ","Bisbee Douglas International","Douglas Bisbee","USA",31.46902778,-109.6036667,-7,0,NA
"DUJ","PA","Du Bois-Jefferson Cty","Du Bois","USA",41.17826611,-78.89869778,-5,1,NA
"DUT","AK","Unalaska","Unalaska","USA",53.90013889,-166.5435,-10,1,6336
"DUX","TX","Moore County","Dumas","USA",35.85792833,-102.0130978,-6,1,NA
"DUY","AK","Kongiganak","Kongiganak","USA",59.95950583,-162.8817231,-9,1,NA
"DVK","KY","Stuart Powell ","Danville","USA",37.57791667,-84.76969444,-5,1,NA
"DVL","ND","Devils Lake Municipal-Knoke ","Devils Lake","USA",48.11424528,-98.90877833,-6,1,NA
"DVN","IA","Davenport Municipal","Davenport","USA",41.6102775,-90.58832528,-6,1,NA
"DVO","CA","Gnoss ","Novato","USA",38.14351944,-122.5572167,-8,1,NA
"DVT","AZ","Phoenix-Deer Valley","Phoenix","USA",33.68831667,-112.0825614,-7,0,NA
"DWH","TX","David Wayne Hooks Memorial","Houston","USA",30.06186111,-95.55277778,-6,1,NA
"DWU","KY","Ashland-Boyd County","Ashland","USA",38.5545,-82.738,-5,1,NA
"DXE","MO","Dexter Municipal","Dexter","USA",36.77747,-89.94117333,-6,1,NA
"DXR","CT","Danbury Municipal","Danbury","USA",41.37153528,-73.48219056,-5,1,NA
"DXX","MN","Madison-Lac Qui Parle County ","Madison","USA",44.98624,-96.17773611,-6,1,NA
"DYB","SC","Summerville","Summerville","USA",33.06344444,-80.27933333,-5,1,NA
"DYL","PA","Doylestown","Doylestown","USA",40.33305028,-75.12233833,-5,1,NA
"DYR","TN","Dyersburg Municipal","Dyersburg","USA",35.99850694,-89.40608333,-6,1,NA
"DYT","MN","Sky Harbor","Duluth","USA",46.72186083,-92.04343889,-6,1,NA
"E01","TX","Monahans-Roy Hurd Memorial","Monahans","USA",31.58246583,-102.9090428,-6,1,NA
"E04","NM","Eunice","Eunice","USA",32.45679139,-103.2404708,-7,1,NA
"E05","NM","Hatch Muni","Hatch","USA",32.66106083,-107.1979339,-7,1,NA
"E06","NM","Lea County-Zip Franklin Memorial","Lovington","USA",32.95394444,-103.4087778,-7,1,NA
"E07","NM","Lea County/Tatum ","Tatum","USA",33.26122278,-103.2768939,-7,1,NA
"E11","TX","Andrews County","Andrews","USA",32.33111111,-102.5295278,-6,1,NA
"E15","TX","Graham Municipal","Graham","USA",33.11022222,-98.55527861,-6,1,NA
"E19","TX","Gruver Municipal","Gruver","USA",36.23372611,-101.4321894,-6,1,NA
"E24","AZ","Whiteriver","Whiteriver","USA",33.81255056,-109.9867658,-7,0,NA
"E25","AZ","Wickenburg Municipal","Wickenburg","USA",33.96891833,-112.7985128,-7,0,NA
"E26","NM","Lea County","Jal","USA",32.13107833,-103.1548506,-7,1,NA
"E35","TX","Fabens","Fabens","USA",31.51567306,-106.1471978,-7,1,NA
"E38","TX","Alpine-Casparis Municipal","Alpine","USA",30.38422222,-103.6835833,-6,1,NA
"E42","TX","Spearman Municipal","Spearman","USA",36.221,-101.1945,-6,1,NA
"E51","AZ","Bagdad","Bagdad","USA",34.59585278,-113.170195,-7,0,NA
"E52","TX","Oldham County","Vega","USA",35.23199833,-102.3990931,-6,1,NA
"E60","AZ","Eloy Municipal","Eloy","USA",32.80700583,-111.58679,-7,0,NA
"E63","AZ","Gila Bend Municipal","Gila Bend","USA",32.95810083,-112.6782181,-7,0,NA
"E80","NM","Alexander Municipal","Belen","USA",34.64519778,-106.8336958,-7,1,NA
"E89","NM","Conchas State Park","Conchas Dam","USA",35.36671583,-104.1880314,-7,1,NA
"E91","AZ","Chinle Municipal","Chinle","USA",36.11088056,-109.5754222,-7,0,NA
"E94","NM","Glenwood-Catron County","Glenwood","USA",33.35283972,-108.8672858,-7,1,NA
"E95","AZ","Benson Municipal","Benson","USA",31.99972222,-110.3572222,-7,0,NA
"EAA","AK","Eagle","Eagle","USA",64.77639306,-141.1509206,-9,1,NA
"EAN","WY","Phifer Airfield","Wheatland","USA",42.05552528,-104.9327492,-7,1,NA
"EAR","NE","Kearney Municipal","Kearney","USA",40.72702778,-99.00677778,-6,1,NA
"EAT","WA","Pangborn Memorial","Wenatchee","USA",47.39886111,-120.2068333,-8,1,NA
"EAU","WI","Chippewa Valley Regional","Eau Claire","USA",44.86525722,-91.48507194,-6,1,2167
"EBS","IA","Webster City Municipal","Webster City","USA",42.43663889,-93.86886111,-6,1,NA
"ECG","NC","Elizabeth City CG Air Station/Municipal","Elizabeth City","USA",36.26057417,-76.17459778,-5,1,NA
"ECS","WY","Mondell ","Newcastle","USA",43.88545056,-104.3179178,-7,1,NA
"EDE","NC","Edenton Municipal","Edenton","USA",36.027735,-76.56709333,-5,1,NA
"EDN","AL","Enterprise Municipal","Enterprise","USA",31.29972222,-85.89986111,-6,1,NA
"EED","CA","Needles","Needles","USA",34.76619444,-114.6232931,-8,1,NA
"EEK","AK","Eek","Eek","USA",60.21590417,-162.0056092,-9,1,NA
"EEN","NH","Dillant-Hopkins","Keene","USA",42.89839944,-72.27078111,-5,1,NA
"EEO","CO","Meeker","Meeker","USA",40.04886222,-107.8859067,-7,1,NA
"EET","AL","Shelby County","Alabaster","USA",33.17781083,-86.78323722,-6,1,NA
"EFC","SD","Belle Fourche Municipal","Belle Fourche","USA",44.7342075,-103.8619925,-7,1,NA
"EFD","TX","Ellington ","Houston","USA",29.60733333,-95.15875,-6,1,3633
"EFK","VT","Newport State","Newport","USA",44.88879722,-72.22915833,-5,1,NA
"EFT","WI","Monroe Municipal","Monroe","USA",42.61493972,-89.59075583,-6,1,NA
"EFW","IA","Jefferson Municipal","Jefferson","USA",42.01016667,-94.34258333,-6,1,NA
"EGE","CO","Eagle County Regional","Eagle","USA",39.64256778,-106.9176953,-7,1,22579
"EGQ","IA","Emmetsburg Municipal","Emmetsburg","USA",43.10202056,-94.704675,-6,1,NA
"EGT","KS","Wellington Municipal","Wellington","USA",37.32441028,-97.38732333,-6,1,NA
"EGV","WI","Eagle River Union","Eagle River","USA",45.93179639,-89.26906778,-6,1,NA
"EHA","KS","Elkhart-Morton County","Elkhart","USA",37.00188194,-101.8821258,-6,1,NA
"EHO","NC","Shelby Municipal","Shelby","USA",35.25555556,-81.60099722,-5,1,NA
"EHR","KY","Henderson City-County","Henderson","USA",37.8078425,-87.68569,-6,1,NA
"EII","AK","Egegik","Egegik","USA",58.18837472,-157.3809872,-9,1,NA
"EIW","MO","County Memorial","New Madrid","USA",36.53531083,-89.59971722,-6,1,NA
"EKA","CA","Murray ","Eureka","USA",40.80338889,-124.1127917,-8,1,NA
"EKM","IN","Elkhart Municipal","Elkhart","USA",41.71935833,-86.00168361,-5,0,NA
"EKN","WV","Elkins-Randolph Co-Jennings Randolph","Elkins","USA",38.88944444,-79.85713889,-5,1,NA
"EKO","NV","Elko Regional","Elko","USA",40.82492611,-115.7916964,-8,1,11814
"EKQ","KY","Wayne County","Monticello","USA",36.85527778,-84.85613889,-5,1,NA
"EKQ","KY","Wayne County","Monticello","USA",36.85527778,-84.85613889,-6,1,NA
"EKX","KY","Elizabethtown","Elizabethtown","USA",37.68694444,-85.92377778,-6,1,NA
"EKX","KY","Elizabethtown","Elizabethtown","USA",37.68694444,-85.92377778,-5,1,NA
"EKY","AL","Bessemer Municipal","Bessemer","USA",33.31288444,-86.92591889,-6,1,NA
"ELA","TX","Eagle Lake Municipal","Eagle Lake","USA",29.60301389,-96.32248444,-6,1,NA
"ELD","AR","South Arkansas Regional At Goodwin ","El Dorado","USA",33.2208625,-92.81325167,-6,1,NA
"ELI","AK","Elim","Elim","USA",64.61400972,-162.2700681,-9,1,NA
"ELK","OK","Elk City Municipal","Elk City","USA",35.42941083,-99.39425917,-6,1,NA
"ELM","NY","Elmira/Corning Regional","Elmira","USA",42.15991361,-76.89144333,-5,1,23235
"ELN","WA","Bowers ","Ellensburg","USA",47.03302778,-120.5306944,-8,1,NA
"ELO","MN","Ely Municipal","Ely","USA",47.82454639,-91.83073056,-6,1,NA
"ELP","TX","El Paso International","El Paso","USA",31.80666667,-106.3778056,-7,1,499907
"ELV","AK","Elfin Cove SPB","Elfin Cove","USA",58.19518417,-136.3473928,-9,1,NA
"ELY","NV","Ely Arpt (Yelland )","Ely","USA",39.29969444,-114.8418889,-8,1,NA
"ELZ","NY","Wellsville Muni Tarantine","Wellsville","USA",42.10951194,-77.99194806,-5,1,NA
"EMM","WY","Kemmerer Municipal","Kemmerer","USA",41.82494611,-110.5590586,-7,1,NA
"EMP","KS","Emporia Municipal","Emporia","USA",38.33211111,-96.19116667,-6,1,NA
"EMT","CA","El Monte","El Monte","USA",34.08600889,-118.0348453,-8,1,NA
"EMT","CA","El Monte","El Monte","USA",34.08600889,-118.0348453,-7,1,NA
"EMV","VA","Emporia-Greensville Regional","Emporia","USA",36.68691667,-77.48280556,-5,1,NA
"ENA","AK","Kenai Municipal","Kenai","USA",60.572,-151.2475278,-9,1,NA
"ENL","IL","Centralia Municipal","Centralia","USA",38.51479889,-89.09217944,-6,1,NA
"ENM","AK","Emmonak","Emmonak","USA",62.78518639,-164.4910461,-9,1,NA
"ENN","AK","Nenana Municipal","Nenana","USA",64.54898167,-149.0735053,-9,1,NA
"ENV","UT","Wendover","Wendover","USA",40.71869528,-114.03089,-7,1,NA
"ENW","WI","Kenosha Regional","Kenosha","USA",42.5957075,-87.92780333,-6,1,NA
"EOK","IA","Keokuk Municipal","Keokuk","USA",40.45990778,-91.42850111,-6,1,NA
"EOS","MO","Neosho Memorial","Neosho","USA",36.81080556,-94.39169444,-6,1,NA
"EPH","WA","Ephrata Muni","Ephrata","USA",47.30758333,-119.5158889,-8,1,NA
"EPM","ME","Eastport Municipal","Eastport","USA",44.91011111,-67.01269444,-5,1,NA
"EQA","KS","Captain Jack Thomas","El Dorado","USA",37.77410833,-96.81762778,-6,1,NA
"EQY","NC","Monroe","Monroe","USA",35.01884306,-80.62023444,-5,1,NA
"ERI","PA","Erie Intl","Erie","USA",42.08202139,-80.17621556,-5,1,28138
"ERV","TX","Kerrville Muni/Louis Schreiner ","Kerrville","USA",29.976735,-99.08567972,-6,1,NA
"ERY","MI","Luce County Hale","Newberry","USA",46.31118694,-85.45731639,-5,1,NA
"ESC","MI","Delta County","Escanaba","USA",45.72266972,-87.09373139,-5,1,NA
"ESC","MI","Delta County","Escanaba","USA",45.72266972,-87.09373139,-6,1,NA
"ESF","LA","Esler Regional","Alexandria","USA",31.3949025,-92.29577194,-6,1,NA
"ESN","MD","Easton /Newnam ","Easton","USA",38.80416667,-76.069,-5,1,NA
"EST","IA","Estherville Municipal","Estherville","USA",43.40744444,-94.74641667,-6,1,NA
"ETB","WI","West Bend Municipal","West Bend","USA",43.42219444,-88.12792667,-6,1,NA
"ETC","NC","Edgecombe County","Tarboro","USA",35.93710083,-77.54663833,-5,1,NA
"ETH","MN","Wheaton Municipal","Wheaton","USA",45.78046056,-96.54353972,-6,1,NA
"ETN","TX","Eastland Municipal","Eastland","USA",32.41349167,-98.80975667,-6,1,NA
"EUF","AL","Weedon ","Eufaula","USA",31.95131917,-85.128925,-6,1,NA
"EUG","OR","Mahlon Sweet ","Eugene","USA",44.12326,-123.2186856,-8,1,69402
"EUL","ID","Caldwell Industrial","Caldwell (Boise)","USA",43.64186111,-116.6357778,-7,1,NA
"EVB","FL","New Smyrna Beach Municipal","New Smyrna Beach","USA",29.05580556,-80.94836111,-5,1,NA
"EVM","MN","Eveleth-Virginia Muni","Eveleth","USA",47.42507778,-92.49846944,-6,1,NA
"EVU","MO","Maryville Memorial","Maryville","USA",40.35260167,-94.91552722,-6,1,NA
"EVV","IN","Evansville Regional","Evansville","USA",38.03799139,-87.53062667,-6,1,44794
"EVW","WY","Evanston-Uinta County Burns ","Evanston","USA",41.27494528,-111.0321286,-7,1,NA
"EVY","DE","Summit Airpark","Middletown","USA",39.52038889,-75.72044444,-5,1,NA
"EWB","MA","New Bedford Municipal","New Bedford","USA",41.67614167,-70.95694167,-5,1,NA
"EWK","KS","Newton-City-County","Newton","USA",38.05710528,-97.27522861,-6,1,NA
"EWN","NC","Craven County Regional","New Bern","USA",35.07297222,-77.04294444,-5,1,912
"EWR","NJ","Newark Intl","Newark","USA",40.69249722,-74.16866056,-5,1,2617271
"EWU","AK","Newtok","Newtok","USA",60.93865417,-164.6412147,-9,1,NA
"EXI","AK","Excursion Inlet SPB","Excursion Inlet","USA",58.42049861,-135.4490328,-9,1,NA
"EXX","NC","Davidson County","Lexington","USA",35.78114028,-80.30378194,-5,1,NA
"EYE","IN","Eagle Creek Airpark","Indianapolis","USA",39.83070944,-86.29438056,-5,0,NA
"EYW","FL","Key West International","Key West","USA",24.55611111,-81.75955556,-5,1,16564
"EZI","IL","Kewanee Municipal","Kewanee","USA",41.20520361,-89.96386,-6,1,NA
"EZM","GA","Eastman-Dodge County","Eastman","USA",32.21425,-83.12802778,-5,1,NA
"EZZ","MO","Cameron Memorial","Cameron","USA",39.72755972,-94.276375,-6,1,NA
"F00","TX","Jones ","Bonham","USA",33.61172222,-96.17938889,-6,1,NA
"F01","TX","Quanah Municipal","Quanah","USA",34.27708306,-99.75926861,-6,1,NA
"F05","TX","Vernon - Wilbarger County","Vernon","USA",34.22566806,-99.28375,-6,1,NA
"F06","TX","Marian Airpark","Wellington","USA",34.84561083,-100.1959481,-6,1,NA
"F08","OK","Eufaula Municipal","Eufaula","USA",35.29593194,-95.62526417,-6,1,NA
"F10","OK","Henryetta Municipal","Henryetta","USA",35.40687972,-96.01583278,-6,1,NA
"F12","TX","Rusk County","Henderson","USA",32.14172222,-94.85172222,-6,1,NA
"F17","TX","Center Municipal","Center","USA",31.83158333,-94.15641667,-6,1,NA
"F18","TX","Cleburne Municipal","Cleburne","USA",32.35376389,-97.43375,-6,1,NA
"F21","TX","Memphis Municipal","Memphis","USA",34.73958944,-100.5297008,-6,1,NA
"F22","OK","Perry Municipal","Perry","USA",36.38559583,-97.27721083,-6,1,NA
